id,area,feature,user_story,expected_behaviour,code_evidence,status,automated_test_status,browser_test,initial_behaviour_status,post_fix_behaviour_status,test_result,errors,fix,last_tested_at
US-339,Server,POST /cases/:id/hunt-query/executions/:executionId/cancel,As an analyst I use POST /cases/:id/hunt-query/executions/:executionId/cancel so that Cancels an in-progress hunt-query execution,Cancels an in-progress hunt-query execution,companion/src/routes/huntWorkbench.ts:222,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-340,Server,GET /cases/:id/report-releases/:releaseId/packs/:pack,As an analyst I use GET /cases/:id/report-releases/:releaseId/packs/:pack so that Downloads one deliverable pack (e.g. IOC CSV) from a signed report release,Downloads one deliverable pack (e.g. IOC CSV) from a signed report release,companion/src/routes/reportVersions.ts:511,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-341,Server,PATCH /cases/:id/cockpit/cards/:cardId,As an analyst I use PATCH /cases/:id/cockpit/cards/:cardId so that Acts on a cockpit card (pin/unpin/dismiss/restore/defer/assign),Acts on a cockpit card (pin/unpin/dismiss/restore/defer/assign),companion/src/routes/cockpit.ts:98,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-342,Server,GET /favicon-16.png,As an analyst I use GET /favicon-16.png so that Serves the 16px favicon icon,Serves the 16px favicon icon,companion/src/server.ts:474-475,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-343,Server,GET /apple-touch-icon.png,As an analyst I use GET /apple-touch-icon.png so that Serves the iOS/Apple touch-icon image,Serves the iOS/Apple touch-icon image,companion/src/server.ts:474-475,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-344,Server,GET /vendor/leaflet/leaflet.js,As an analyst I use GET /vendor/leaflet/leaflet.js so that Serves the vendored Leaflet mapping library file used by the Geographic map panel,Serves the vendored Leaflet mapping library file used by the Geographic map panel,companion/src/http/staticAssets.ts:21,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-345,Server,GET /vendor/cytoscape/dagre.min.js,As an analyst I use GET /vendor/cytoscape/dagre.min.js so that Serves the vendored Cytoscape/Dagre graph-rendering library file used by the login/asset/evidence graphs,Serves the vendored Cytoscape/Dagre graph-rendering library file used by the login/asset/evidence graphs,companion/src/http/staticAssets.ts:24,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-346,Server,GET /js/dashboard-wizard-ai-step.js,As an analyst I use GET /js/dashboard-wizard-ai-step.js so that Serves the dashboard's wizard ai step browser module,Serves the dashboard's wizard ai step browser module,companion/src/http/staticAssets.ts:162,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-347,Server,GET /js/a11y/modal-autowire.js,As an analyst I use GET /js/a11y/modal-autowire.js so that Serves the dashboard's modal autowire accessibility browser module,Serves the dashboard's modal autowire accessibility browser module,companion/src/http/staticAssets.ts:280,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-348,Server,GET /js/a11y/announcer.js,As an analyst I use GET /js/a11y/announcer.js so that Serves the dashboard's announcer accessibility browser module,Serves the dashboard's announcer accessibility browser module,companion/src/http/staticAssets.ts:283,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-349,Server,GET /js/a11y/landmarks.js,As an analyst I use GET /js/a11y/landmarks.js so that Serves the dashboard's landmarks accessibility browser module,Serves the dashboard's landmarks accessibility browser module,companion/src/http/staticAssets.ts:284,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-350,Server,GET /js/a11y/tooltips.js,As an analyst I use GET /js/a11y/tooltips.js so that Serves the dashboard's tooltips accessibility browser module,Serves the dashboard's tooltips accessibility browser module,companion/src/http/staticAssets.ts:286,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-352,Scope,Host scope & clearance ledger,"As an analyst I see which hosts are affected, which were never collected, and which an analyst has cleared","GET /cases/:id/host-scope derives a per-host ledger (unknown/suspected/confirmed from evidence; cleared/out-of-scope only from a signed analyst decision with a required reason); POST /cases/:id/host-scope/:host records a decision; stale decisions are flagged, not auto-reverted",companion/src/routes/hostScope.ts; companion/src/analysis/hostScope.ts; public/js/dashboard-host-scope.js,passed,passed,workflows/hostScope.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/hostScope.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-351,Scope,Near-duplicate host confirmation gate,As an analyst I confirm whether near-duplicate hostnames are one endpoint before AI analysis continues,"The dashboard presents each likely alias pair for merge or dismissal; synthesis remains on hold while a decision is pending, a merge records the canonical host and collapses its aliases across host views, a dismissal suppresses that pair, and the last decision resumes analysis.",companion/src/routes/hostDuplicates.ts; companion/src/analysis/hostDuplicateGate.ts; public/js/dashboard-host-duplicates.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-353,Findings,Finding-origin lenses,As an analyst I hide deterministic auto-flagged or coverage-gap findings independently when I want to focus on AI findings,"Each origin checkbox hides only the named finding class, leaves the other classes intact, updates the visible count, preserves the analyst's scroll position, and persists across reloads.",companion/src/routes/findingsDisplay.ts; public/js/dashboard-render.js; public/js/dashboard-confidence-control.js,passed,passed,workflows/findings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/findings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-354,AI Analysis,Derived per-case AI status,As an analyst I see the true AI state for the active case after reloads and gate decisions,"The status pill derives off, working, held, failed or up-to-date from the case's toggle, pending review gates and live jobs; pushed progress remains immediate, while reload/reconnect and terminal events reconcile against the derived state so stale labels do not linger.",companion/src/routes/aiState.ts; companion/src/analysis/aiState.ts; public/js/dashboard-ai-status.js,passed,passed,workflows/synthesis.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/synthesis.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-355,Anonymization,Per-case Presidio switch,As an analyst I temporarily switch the optional Presidio layer off for one case without disabling built-in anonymization,"When Presidio is configured the anonymization panel shows its per-case state and coverage trade-off; switching it off bypasses only Presidio scanning while built-in masking continues, switching it back on needs no restart, and the choice is persisted and audited.",companion/src/routes/anonymization.ts; companion/src/analysis/anonControl.ts; public/js/dashboard-presidio.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-356,Notifications,Telegram war-room credential reuse,As an operator I reuse the existing war-room Telegram bot for notification channels without copying its secret,"A Telegram notification channel may leave its token blank to use the live war-room bot token and may select a bound chat; a channel-specific token overrides it, missing credentials fail clearly, and environment token rotations take effect on the next delivery without a restart.",companion/src/analysis/notifications.ts; companion/src/integrations/notify/notifyDispatch.ts; public/js/dashboard-notifications.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
